Timestamp,F1.1 (uL/min),F1.2 (uL/min),F2.1 (uL/min),F2.2 (uL/min),G1 (bar),G3.1 (bar),G3.2 (bar),P1
11:04:22,0.2,-0.4,-0.4,12.7,6.076,5.047,4.64,0.561
11:04:23,0.4,-0.4,-0.4,12.5,6.082,5.044,4.663,0.561
11:04:24,0.4,-0.4,-0.4,12.5,6.082,5.044,4.663,0.558
11:04:25,0.3,-0.4,-0.4,13.4,5.884,5.16,4.425,0.558
11:04:26,0.3,-0.4,-0.5,13.2,5.94,5.102,4.431,0.559
11:04:27,0.3,-0.3,-0.4,13,5.98,5.149,4.527,0.559
11:04:28,0.3,-0.4,-0.5,13.2,6.073,5.175,4.64,0.56
11:04:29,0.4,-0.3,-0.5,13.1,6.105,5.155,4.835,0.561
11:04:30,0.4,-0.4,-0.5,12.9,6.062,5.131,4.695,0.561
11:04:31,0.2,-0.3,-0.5,11.6,6.038,4.942,4.718,0.561
11:04:32,0.2,-0.3,-0.5,12.2,5.995,4.925,4.718,0.56
11:04:33,0.3,-0.3,-0.5,11.6,5.945,5.038,4.634,0.562
11:04:34,0.2,-0.2,-0.5,12.2,6.094,5.201,4.684,0.561
11:04:35,0.2,-0.2,-0.5,11.6,6.094,5.201,4.684,0.562
11:04:36,0.2,-0.2,-0.5,11.6,6.094,5.201,4.684,0.562
11:04:37,0.3,-0.2,-0.5,11.7,6.172,5.143,4.666,0.56
11:04:38,0.3,-0.2,-0.5,11.1,5.951,5.268,4.442,0.56
11:04:39,0.3,-0.2,-0.5,11.1,5.951,5.268,4.442,0.56
11:04:40,0.3,-0.2,-0.4,10.1,5.986,5.166,4.547,0.561
11:04:41,0.3,-0.2,-0.4,10.1,5.986,5.166,4.547,0.561
11:04:42,0.3,-0.2,-0.4,9.6,5.893,5.126,4.564,0.561
11:04:43,0.4,-0.2,-0.2,10,6.059,5.227,4.53,0.562
11:04:44,0.3,-0.3,-0.3,10.2,6.012,5.117,4.669,0.561
11:04:45,0.3,-0.3,-0.3,9.6,6.067,5.236,4.605,0.562
11:04:46,0.3,-0.3,-0.3,9.6,6.067,5.236,4.605,0.562
11:04:47,0.3,-0.4,-0.3,9.3,6.079,5.221,4.573,0.563
11:04:48,0.4,-0.3,-0.2,9,5.902,5.169,4.509,0.56
11:04:49,0.4,-0.3,-0.2,8.7,5.902,5.169,4.509,0.56
11:04:50,0.4,-0.3,-0.2,8.4,5.902,5.169,4.509,0.56
11:04:51,0.4,-0.2,-0.3,9.2,6.192,5.128,4.634,0.563
11:04:52,0.4,-0.2,-0.3,9.2,6.192,5.128,4.634,0.562
11:04:53,0.5,-0.2,-0.3,9.6,6.117,5.117,4.623,0.563
11:04:54,0.4,-0.1,-0.3,9.4,5.966,5.248,4.21,0.561
11:04:55,0.4,0,-0.3,8.3,6.059,5.12,4.457,0.561
11:04:56,0.3,-0.1,-0.2,8.8,7.943,5.114,4.614,0.584
11:04:57,0.4,-0.1,-0.2,8.8,6.027,5.14,4.556,0.567
11:04:58,0.4,-0.1,-0.2,8.7,6.027,5.14,4.556,0.567
11:04:59,0.4,-0.2,-0.2,11,5.719,4.942,4.71,0.563
11:05:00,0.8,0,-0.4,14.6,5.614,5.131,4.53,0.561
11:05:01,0.8,0,-0.4,14.6,5.588,5.14,4.495,0.56
11:05:02,0.4,-0.1,-0.2,8,5.736,5.152,4.445,0.563
11:05:03,0.5,-0.3,-0.1,8.6,6.065,5.187,4.643,0.564
11:05:04,0.4,-0.3,-0.2,8.2,5.974,5.204,4.579,0.563
11:05:05,0.5,-0.2,-0.2,8.9,5.861,5.23,4.512,0.561
11:05:06,0.4,-0.3,-0.2,8.6,5.876,4.945,4.591,0.562
11:05:07,0.5,-0.2,-0.2,7.8,5.948,5.149,4.625,0.562
11:05:08,0.5,-0.2,-0.2,7.9,5.969,5.152,4.649,0.562
11:05:09,0.4,-0.2,-0.2,8.1,5.954,5.184,4.687,0.562
11:05:10,0.5,-0.2,-0.1,7.9,6.073,4.931,4.652,0.564
11:05:11,0.5,-0.3,-0.2,8,5.992,4.942,4.576,0.563
11:05:12,0.4,-0.3,-0.2,8.1,6.001,5.024,4.678,0.563
11:05:13,0.4,-0.3,-0.2,8.1,5.972,5.134,4.707,0.563
11:05:14,0.4,-0.2,-0.2,8.3,5.762,5.146,4.454,0.559
11:05:15,0.4,-0.2,-0.2,8.3,5.806,5.149,4.512,0.559
11:05:16,0.2,-0.1,-0.2,7.6,5.922,5.181,4.596,0.56
11:05:17,0.3,-0.1,-0.2,7,5.919,5.16,4.535,0.56
11:05:18,0.3,-0.2,-0.2,6.9,5.916,5.131,4.599,0.56
11:05:19,0.5,-0.2,-0.2,7.5,5.89,5.224,4.553,0.559
11:05:20,0.3,-0.1,-0.1,7.5,6.088,5.079,4.704,0.562
11:05:21,0.5,-0.1,-0.1,6,6.111,5.14,4.573,0.563
11:05:22,0.4,-0.1,-0.1,6.4,6.038,5.219,4.623,0.562
11:05:23,0.3,-0.1,-0.1,6.4,5.963,5.178,4.521,0.561
11:05:24,0.4,-0.2,-0.1,5.8,6.129,5.114,4.71,0.563
11:05:25,0.4,-0.2,-0.1,7.4,5.896,5.123,4.547,0.56
11:05:26,0.3,-0.2,-0.1,8.1,6.056,4.875,4.71,0.561
11:05:27,0.3,-0.2,-0.1,7.7,6.021,5.027,4.567,0.561
11:05:28,0.4,-0.2,-0.2,8.8,5.884,5.12,4.527,0.56
11:05:29,0.4,-0.3,-0.2,9.1,6.053,5.126,4.535,0.563
11:05:30,0.4,-0.3,-0.2,8.7,6.001,5.117,4.681,0.561
11:05:31,0.4,-0.3,-0.2,8.7,5.899,5.041,4.608,0.56
11:05:32,0.4,-0.3,-0.2,8.3,5.899,5.041,4.608,0.56
11:05:33,0.4,-0.3,-0.2,8.3,5.899,5.041,4.608,0.56
11:05:34,0.3,-0.3,-0.2,8.3,5.817,5.067,4.544,0.56
11:05:35,0.4,-0.3,-0.2,8.6,6.161,5.108,4.78,0.562
11:05:36,0.3,-0.3,-0.2,8.8,6.143,5.184,4.724,0.562
11:05:37,0.4,-0.3,-0.2,7.1,5.966,5.192,4.564,0.561
11:05:38,0.3,-0.3,-0.1,6.7,5.94,5.152,4.582,0.56
11:05:39,0.4,-0.2,-0.2,6.8,5.879,5.128,4.436,0.562
11:05:40,0.5,-0.1,-0.2,7,5.916,5.181,4.422,0.56
11:05:41,0.5,-0.1,-0.2,7.7,6.158,5.062,4.716,0.562
11:05:42,0.4,-0.1,-0.2,7.7,6.131,5.076,4.713,0.562
11:05:43,0.4,-0.1,-0.2,6.7,6.053,5.079,4.64,0.562
11:05:44,0.4,-0.1,-0.2,6.3,5.881,5.166,4.492,0.559
11:05:45,0.4,0,-0.2,6.4,5.972,5.114,4.486,0.56
11:05:46,0.4,0,-0.2,6.4,5.972,5.114,4.486,0.56
11:05:47,0.4,0,-0.2,6.9,5.972,5.114,4.486,0.56
11:05:48,0.4,0,-0.2,6.9,5.972,5.114,4.486,0.56
11:05:49,0.3,0,-0.2,7.3,6.021,5.184,4.521,0.56
11:05:50,0.3,0,-0.2,7.3,6.021,5.184,4.521,0.56
11:05:51,0.2,0,-0.2,6.4,6.021,5.184,4.521,0.561
11:05:52,0.3,-0.1,-0.1,7.2,6.059,5.006,4.701,0.561
11:05:53,0.3,-0.1,-0.1,7.2,6.094,5.027,4.66,0.561
11:05:54,0.4,-0.1,-0.1,7.4,5.998,5.201,4.489,0.561
11:05:55,0.3,0,-0.1,6.9,6.131,5.143,4.64,0.563
11:05:56,0.3,0,-0.1,6.9,6.027,5.096,4.579,0.562
11:05:57,0.4,0,-0.1,6.9,6.027,5.096,4.579,0.562
11:05:58,0.3,0,-0.1,6.4,6.038,5.169,4.41,0.562
11:05:59,0.4,-0.1,0,5.8,5.974,5.172,4.532,0.561
11:06:00,0.5,-0.1,0,6.2,6.044,5.152,4.672,0.562
11:06:01,0.5,-0.1,0,7.1,6.001,5.175,4.521,0.562
11:06:02,0.5,-0.2,0,7.2,6.085,5.012,4.623,0.563
11:06:03,0.5,-0.2,0,7.2,5.974,5.027,4.625,0.562
11:06:04,0.5,-0.2,0,6.9,5.974,5.027,4.625,0.56
11:06:05,0.6,-0.2,0,7.2,5.847,5.224,4.498,0.56
11:06:06,0.5,-0.3,-0.1,6.5,5.957,5.099,4.672,0.561
11:06:07,0.5,-0.3,-0.1,6.6,6.088,5.207,4.687,0.563
11:06:08,0.4,-0.2,-0.1,5.8,6.158,5.178,4.678,0.564
11:06:09,0.5,-0.2,-0.2,6.3,5.94,5.236,4.524,0.56
11:06:10,0.4,-0.1,-0.2,6.8,5.89,5.233,4.471,0.56
11:06:11,0.3,-0.2,-0.1,6.1,6.105,5.091,4.637,0.563
11:06:12,0.4,-0.2,-0.1,6.1,6.006,5.096,4.573,0.561
11:06:13,0.4,-0.2,-0.1,6.1,6.006,5.096,4.573,0.561
11:06:14,0.4,-0.2,-0.1,6,5.96,5.035,4.576,0.561
11:06:15,0.5,-0.2,-0.1,5.8,5.966,5.134,4.547,0.561
11:06:16,0.5,-0.2,-0.1,5.2,5.922,5.143,4.515,0.56
11:06:17,0.5,-0.2,-0.1,5.2,5.922,5.143,4.515,0.56
11:06:18,0.5,-0.2,-0.1,5.2,5.902,5.157,4.486,0.559
11:06:19,0.5,-0.2,-0.1,5.2,5.902,5.157,4.486,0.559
11:06:20,0.5,-0.2,-0.1,5.2,5.902,5.157,4.486,0.559
11:06:21,0.4,-0.2,-0.1,5.2,5.928,5.172,4.544,0.561
11:06:22,0.4,-0.2,-0.1,4.8,6.067,5.091,4.512,0.561
11:06:23,0.5,-0.4,-0.1,8.9,5.692,5.088,4.532,0.561
11:06:24,0.5,0,-0.1,5.4,5.797,5.03,4.64,0.561
11:06:25,0.5,0,0,5.9,5.666,5.047,4.588,0.561
11:06:26,0.5,0,0,6.3,5.785,5.146,4.527,0.561
11:06:27,0.4,0,0,5.7,5.809,5.163,4.541,0.561
11:06:28,0.4,0,0,6,5.771,5.12,4.733,0.561
11:06:29,0.3,-0.1,0,5.7,5.698,5.114,4.582,0.561
11:06:30,0.2,-0.2,0,6.2,5.817,5.027,4.634,0.561
11:06:31,0.2,-0.2,0,6.4,5.736,5.096,4.518,0.561
11:06:32,0.2,-0.2,0,5.9,5.765,5.062,4.646,0.561
11:06:33,0.1,-0.3,0,6.5,5.663,5.207,4.486,0.561
11:06:34,0.1,-0.3,0,6.6,5.745,5.091,4.596,0.561
11:06:35,0,-0.3,0,5.5,5.756,5.062,4.605,0.561
11:06:36,0,-0.3,0,6.1,5.678,5.227,4.591,0.561
11:06:37,0,-0.4,0,6.3,5.698,5.207,4.515,0.561
11:06:38,0,-0.4,0,6.2,5.608,4.937,4.547,0.561
11:06:39,0,-0.4,0,5.9,5.646,5.181,4.483,0.561
11:06:40,0,-0.5,0,5.9,5.91,5.128,4.707,0.561
11:06:41,0,-0.5,0,5.9,5.722,5.114,4.55,0.561
11:06:42,-0.1,-0.6,0,5.9,5.687,5.219,4.524,0.561
11:06:43,-0.2,-0.6,0,5.7,5.797,5.14,4.649,0.561
11:06:44,-0.1,-0.6,0,6.4,5.928,5.091,4.596,0.561
11:06:45,-0.2,-0.6,0,5.6,5.634,5.195,4.445,0.561
11:06:46,-0.2,-0.6,0,6.6,5.695,4.995,4.521,0.561
11:06:47,-0.2,-0.7,0,6.3,5.829,5.076,4.66,0.561
11:06:48,-0.3,-0.7,0,6,5.777,5.082,4.483,0.561
11:06:49,-0.2,-0.7,0,6.5,5.817,5.044,4.681,0.561
11:06:50,-0.3,-0.7,0,6.8,5.66,4.969,4.561,0.561
11:06:51,-0.2,-0.8,0,6.6,5.82,5.076,4.605,0.561
11:06:52,-0.2,-0.8,0,6.8,5.817,4.951,4.692,0.561
11:06:53,146,93.9,35,-26.8,2.256,5.062,4.602,1
11:06:54,"-3,250","-3,250",0.9,0.5,3.015,4.297,3.652,1
11:06:55,"-3,250","-3,250",0.4,0.6,2.93,4.236,3.564,1
11:06:56,"-3,250","-3,250",0.4,0.5,2.896,4.213,3.524,1
11:06:57,"-3,250","-3,250",0.4,0.6,2.805,4.105,3.451,1
11:06:58,"-3,250","-3,250",0.3,0.6,2.803,4.067,3.445,0
